32	SpriteWH	0	0	1	258	24	1	1BPP	RAW	'' '	1	91	32
33	SpriteWH	0	0	98	199	11	60	1BPP	RAW	''!'
34	SpriteWH	0	36	195	204	25	19	1BPP	RAW	''"'
35	SpriteWH	0	0	292	205	43	54	1BPP	RAW	''#'
36	SpriteWH	0	-10	389	197	37	72	1BPP	RAW	''$'
37	SpriteWH	0	0	486	198	45	61	1BPP	RAW	''%'
38	SpriteWH	0	38	583	202	10	19	1BPP	RAW	''&'
39	SpriteWH	0	0	680	199	44	60	1BPP	RAW	''''
40	SpriteWH	0	-16	777	195	23	80	1BPP	RAW	''('
41	SpriteWH	0	-16	874	195	23	80	1BPP	RAW	'')'
42	SpriteWH	0	12	971	212	34	35	1BPP	RAW	''*'
43	SpriteWH	0	12	1068	207	39	40	1BPP	RAW	''+'
44	SpriteWH	0	-14	1165	246	20	27	1BPP	RAW	'','
45	SpriteWH	0	29	1262	223	25	7	1BPP	RAW	''-'
46	SpriteWH	0	0	1359	245	14	14	1BPP	RAW	''.'
47	SpriteWH	0	-4	1456	195	35	68	1BPP	RAW	''/'
48	SpriteWH	0	0	1	300	39	56	1BPP	RAW	''0'
49	SpriteWH	0	0	98	302	36	54	1BPP	RAW	''1'
50	SpriteWH	0	0	195	301	36	55	1BPP	RAW	''2'
51	SpriteWH	0	0	292	300	34	56	1BPP	RAW	''3'
52	SpriteWH	0	0	389	302	43	54	1BPP	RAW	''4'
53	SpriteWH	0	0	486	301	33	55	1BPP	RAW	''5'
54	SpriteWH	0	0	583	301	38	55	1BPP	RAW	''6'
55	SpriteWH	0	0	680	302	37	54	1BPP	RAW	''7'
56	SpriteWH	0	0	777	300	37	56	1BPP	RAW	''8'
57	SpriteWH	0	0	874	301	37	55	1BPP	RAW	''9'
58	SpriteWH	0	2	971	310	13	44	1BPP	RAW	'':'
59	SpriteWH	0	-28	1068	340	20	44	1BPP	RAW	'';'
60	SpriteWH	0	0	1165	309	32	47	1BPP	RAW	''<'
61	SpriteWH	0	13	1262	323	36	20	1BPP	RAW	''='
62	SpriteWH	0	0	1359	309	32	47	1BPP	RAW	''>'
63	SpriteWH	0	0	1456	296	26	60	1BPP	RAW	''?'
64	SpriteWH	0	0	1	392	36	61	1BPP	RAW	''@'
65	SpriteWH	0	0	98	399	45	54	1BPP	RAW	''A'
66	SpriteWH	0	0	195	399	35	54	1BPP	RAW	''B'
67	SpriteWH	0	0	292	397	38	56	1BPP	RAW	''C'
68	SpriteWH	0	0	389	399	39	54	1BPP	RAW	''D'
69	SpriteWH	0	0	486	399	31	54	1BPP	RAW	''E'
70	SpriteWH	0	0	583	399	31	54	1BPP	RAW	''F'
71	SpriteWH	0	0	680	397	39	56	1BPP	RAW	''G'
72	SpriteWH	0	0	777	399	37	54	1BPP	RAW	''H'
73	SpriteWH	0	0	874	399	33	54	1BPP	RAW	''I'
74	SpriteWH	0	0	971	398	29	55	1BPP	RAW	''J'
75	SpriteWH	0	0	1068	399	37	54	1BPP	RAW	''K'
76	SpriteWH	0	0	1165	399	31	54	1BPP	RAW	''L'
77	SpriteWH	0	0	1262	399	42	54	1BPP	RAW	''M'
78	SpriteWH	0	0	1359	399	37	54	1BPP	RAW	''N'
79	SpriteWH	0	0	1456	397	42	56	1BPP	RAW	''O'
80	SpriteWH	0	0	1	496	36	54	1BPP	RAW	''P'
81	SpriteWH	0	-14	98	494	44	70	1BPP	RAW	''Q'
82	SpriteWH	0	0	195	496	37	54	1BPP	RAW	''R'
83	SpriteWH	0	0	292	494	37	56	1BPP	RAW	''S'
84	SpriteWH	0	0	389	496	39	54	1BPP	RAW	''T'
85	SpriteWH	0	0	486	495	37	55	1BPP	RAW	''U'
86	SpriteWH	0	0	583	496	45	54	1BPP	RAW	''V'
87	SpriteWH	0	0	680	496	43	54	1BPP	RAW	''W'
88	SpriteWH	0	0	777	496	45	54	1BPP	RAW	''X'
89	SpriteWH	0	0	874	496	47	54	1BPP	RAW	''Y'
90	SpriteWH	0	0	971	496	37	54	1BPP	RAW	''Z'
91	SpriteWH	0	-13	1068	486	21	77	1BPP	RAW	''['
92	SpriteWH	0	-7	1165	489	35	68	1BPP	RAW	''\'
93	SpriteWH	0	-13	1262	486	20	77	1BPP	RAW	'']'
94	SpriteWH	0	30	1359	493	36	27	1BPP	RAW	''^'
95	SpriteWH	0	0	1456	544	47	6	1BPP	RAW	''_'
196	SpriteWH	0	0	389	1165	45	64	1BPP	RAW	''Ä'
214	SpriteWH	0	0	583	1262	42	64	1BPP	RAW	''Ö'
220	SpriteWH	0	0	1165	1262	37	64	1BPP	RAW	''Ü'
